risk_id,assessment_date_key,event_count,total_net_loss,avg_net_loss,impact_score,probability_score_1_5,control_effectiveness,inherent_risk_score,residual_risk_score
RISK-006,20210601,2,183867.22,91933.61,3,2,0.6127272727272728,6,3.52
RISK-006,20210701,5,51326.89,10265.378,2,4,0.6127272727272728,8,4.7
RISK-006,20210801,1,33100.74,33100.74,3,1,0.6127272727272728,3,1.76
RISK-006,20210901,6,37882.52,6313.753333333333,2,4,0.6127272727272728,8,4.7
RISK-006,20211001,4,62575.46,15643.865,2,3,0.6127272727272728,6,3.52
RISK-006,20211101,3,23908.54,7969.513333333333,2,3,0.6127272727272728,6,3.52
RISK-006,20211201,1,26287.94,26287.94,3,1,0.6127272727272728,3,1.76
RISK-006,20220101,4,47465.43,11866.3575,2,3,0.6127272727272728,6,3.52
RISK-006,20220201,6,42963.11,7160.518333333333,2,4,0.6127272727272728,8,4.7
RISK-006,20220301,3,44338.59,14779.529999999999,2,3,0.6127272727272728,6,3.52
RISK-006,20220401,2,267259.45,133629.725,3,2,0.6127272727272728,6,3.52
RISK-006,20220501,1,67479.91,67479.91,3,1,0.6127272727272728,3,1.76
RISK-006,20220601,4,65371.52,16342.88,2,3,0.6127272727272728,6,3.52
RISK-006,20220701,8,56920.2,7115.025,2,5,0.6127272727272728,10,5.87
RISK-006,20220801,3,19632.22,6544.073333333334,2,3,0.6127272727272728,6,3.52
RISK-006,20220901,1,7759.86,7759.86,2,1,0.6127272727272728,2,1.17
RISK-006,20221101,1,32620.45,32620.45,3,1,0.6127272727272728,3,1.76
RISK-006,20221201,3,158251.72,52750.573333333334,3,3,0.6127272727272728,9,5.29
RISK-006,20230101,4,699583.9199999999,174895.97999999998,3,3,0.6127272727272728,9,5.29
RISK-006,20230201,1,1534435.0,1534435.0,4,1,0.6127272727272728,4,2.35
RISK-006,20230301,4,35594.020000000004,8898.505000000001,2,3,0.6127272727272728,6,3.52
RISK-006,20230401,2,80211.03,40105.515,3,2,0.6127272727272728,6,3.52
RISK-006,20230501,4,86105.67000000001,21526.417500000003,3,3,0.6127272727272728,9,5.29
RISK-006,20230601,3,63618.95,21206.316666666666,3,3,0.6127272727272728,9,5.29
RISK-006,20230701,4,32939.2,8234.8,2,3,0.6127272727272728,6,3.52
RISK-006,20230801,4,206284.29,51571.0725,3,3,0.6127272727272728,9,5.29
RISK-006,20230901,4,604016.01,151004.0025,3,3,0.6127272727272728,9,5.29
RISK-006,20231001,4,152886.92,38221.73,3,3,0.6127272727272728,9,5.29
RISK-006,20231101,6,2470180.57,411696.76166666666,4,4,0.6127272727272728,16,9.4
RISK-006,20231201,7,147203.94999999998,21029.135714285712,3,4,0.6127272727272728,12,7.05
RISK-006,20240101,1,241142.56,241142.56,4,1,0.6127272727272728,4,2.35
RISK-006,20240201,4,112586.33000000002,28146.582500000004,3,3,0.6127272727272728,9,5.29
RISK-006,20240301,3,307788.17,102596.05666666666,3,3,0.6127272727272728,9,5.29
RISK-006,20240401,4,66116.16,16529.04,2,3,0.6127272727272728,6,3.52
RISK-006,20240501,2,14928.439999999999,7464.219999999999,2,2,0.6127272727272728,4,2.35
RISK-006,20240601,2,303443.01,151721.505,3,2,0.6127272727272728,6,3.52
RISK-007,20190101,1,12144.94,12144.94,2,1,0.5958762886597938,2,1.21
RISK-007,20190201,1,2429.04,2429.04,2,1,0.5958762886597938,2,1.21
RISK-007,20190301,2,361448.79,180724.395,3,2,0.5958762886597938,6,3.62
RISK-007,20190401,4,96491.92,24122.98,3,3,0.5958762886597938,9,5.44
RISK-007,20190501,1,369908.86,369908.86,4,1,0.5958762886597938,4,2.42
RISK-007,20190601,4,1504493.95,376123.4875,4,3,0.5958762886597938,12,7.25
RISK-007,20190701,2,363930.43,181965.215,3,2,0.5958762886597938,6,3.62
RISK-007,20190801,2,47283.950000000004,23641.975000000002,3,2,0.5958762886597938,6,3.62
RISK-007,20190901,2,152576.56,76288.28,3,2,0.5958762886597938,6,3.62
RISK-007,20191001,4,52036.03,13009.0075,2,3,0.5958762886597938,6,3.62
RISK-007,20191101,7,168984.33,24140.61857142857,3,4,0.5958762886597938,12,7.25
RISK-007,20191201,5,1294945.6300000001,258989.12600000002,4,4,0.5958762886597938,16,9.67
RISK-007,20200101,3,2244474.55,748158.1833333332,4,3,0.5958762886597938,12,7.25
RISK-007,20200201,4,694627.72,173656.93,3,3,0.5958762886597938,9,5.44
RISK-007,20200301,4,173257.66,43314.415,3,3,0.5958762886597938,9,5.44
RISK-007,20200401,4,539021.86,134755.465,3,3,0.5958762886597938,9,5.44
RISK-007,20200501,4,1804857.34,451214.335,4,3,0.5958762886597938,12,7.25
RISK-007,20200601,2,55218.189999999995,27609.094999999998,3,2,0.5958762886597938,6,3.62
RISK-007,20200701,2,30789.25,15394.625,2,2,0.5958762886597938,4,2.42
RISK-007,20200801,4,379685.63,94921.4075,3,3,0.5958762886597938,9,5.44
RISK-007,20200901,2,30890.350000000002,15445.175000000001,2,2,0.5958762886597938,4,2.42
RISK-007,20201001,3,282746.17000000004,94248.72333333334,3,3,0.5958762886597938,9,5.44
RISK-007,20201101,3,143515.14,47838.380000000005,3,3,0.5958762886597938,9,5.44
RISK-007,20201201,4,1029582.49,257395.6225,4,3,0.5958762886597938,12,7.25
RISK-007,20210101,3,17767.51,5922.503333333333,2,3,0.5958762886597938,6,3.62
RISK-007,20210201,3,135306.03999999998,45102.01333333333,3,3,0.5958762886597938,9,5.44
RISK-007,20210301,2,105595.59,52797.795,3,2,0.5958762886597938,6,3.62
RISK-007,20210401,2,210175.75999999998,105087.87999999999,3,2,0.5958762886597938,6,3.62
RISK-007,20210501,1,15685.4,15685.4,2,1,0.5958762886597938,2,1.21
RISK-007,20210601,5,54627.22,10925.444,2,4,0.5958762886597938,8,4.83
RISK-007,20210701,2,540819.0399999999,270409.51999999996,4,2,0.5958762886597938,8,4.83
RISK-007,20210801,2,38955.19,19477.595,2,2,0.5958762886597938,4,2.42
RISK-007,20210901,4,1222799.31,305699.8275,4,3,0.5958762886597938,12,7.25
RISK-007,20211001,2,327516.77999999997,163758.38999999998,3,2,0.5958762886597938,6,3.62
RISK-007,20211101,2,57097.32,28548.66,3,2,0.5958762886597938,6,3.62
RISK-007,20211201,5,1195685.22,239137.044,4,4,0.5958762886597938,16,9.67
RISK-007,20220101,1,9924.25,9924.25,2,1,0.5958762886597938,2,1.21
RISK-007,20220201,3,27474.079999999998,9158.026666666667,2,3,0.5958762886597938,6,3.62
RISK-007,20220301,7,707325.98,101046.56857142856,3,4,0.5958762886597938,12,7.25
RISK-007,20220401,2,7509.12,3754.56,2,2,0.5958762886597938,4,2.42
RISK-007,20220501,2,40568.71,20284.355,3,2,0.5958762886597938,6,3.62
RISK-007,20220601,3,55878.02,18626.006666666664,2,3,0.5958762886597938,6,3.62
RISK-007,20220701,3,33495.37,11165.123333333335,2,3,0.5958762886597938,6,3.62
RISK-007,20220801,2,12104.939999999999,6052.469999999999,2,2,0.5958762886597938,4,2.42
RISK-007,20220901,3,889064.57,296354.85666666663,4,3,0.5958762886597938,12,7.25
RISK-007,20221001,2,597243.72,298621.86,4,2,0.5958762886597938,8,4.83
RISK-007,20221101,3,117312.32,39104.10666666667,3,3,0.5958762886597938,9,5.44
RISK-007,20221201,1,3787.45,3787.45,2,1,0.5958762886597938,2,1.21
RISK-007,20230101,4,97634.11,24408.5275,3,3,0.5958762886597938,9,5.44
RISK-007,20230201,3,32874.03,10958.01,2,3,0.5958762886597938,6,3.62
RISK-007,20230301,3,817724.59,272574.86333333334,4,3,0.5958762886597938,12,7.25
RISK-007,20230401,2,304402.33999999997,152201.16999999998,3,2,0.5958762886597938,6,3.62
RISK-007,20230601,4,169846.21000000002,42461.552500000005,3,3,0.5958762886597938,9,5.44
RISK-007,20230701,4,527866.89,131966.7225,3,3,0.5958762886597938,9,5.44
RISK-007,20230801,4,226709.15999999997,56677.28999999999,3,3,0.5958762886597938,9,5.44
RISK-007,20230901,6,97605.25,16267.541666666666,2,4,0.5958762886597938,8,4.83
RISK-007,20231001,6,3168842.52,528140.42,4,4,0.5958762886597938,16,9.67
RISK-007,20231101,2,76806.86,38403.43,3,2,0.5958762886597938,6,3.62
RISK-007,20231201,2,53020.340000000004,26510.170000000002,3,2,0.5958762886597938,6,3.62
RISK-007,20240101,1,1254.82,1254.82,1,1,0.5958762886597938,1,0.6
RISK-007,20240201,4,244340.5,61085.125,3,3,0.5958762886597938,9,5.44
RISK-007,20240301,1,4266078.59,4266078.59,5,1,0.5958762886597938,5,3.02
RISK-007,20240401,2,6114.889999999999,3057.4449999999997,2,2,0.5958762886597938,4,2.42
RISK-007,20240501,6,935509.42,155918.23666666666,3,4,0.5958762886597938,12,7.25
RISK-007,20240601,1,131242.03,131242.03,3,1,0.5958762886597938,3,1.81
RISK-008,20190101,4,381831.61,95457.9025,3,3,0.5765690376569037,9,5.61
RISK-008,20190201,1,3339.1,3339.1,2,1,0.5765690376569037,2,1.25
RISK-008,20190301,2,4906926.69,2453463.345,4,2,0.5765690376569037,8,4.99
RISK-008,20190401,1,4281.35,4281.35,2,1,0.5765690376569037,2,1.25
RISK-008,20190501,6,190409.56000000003,31734.92666666667,3,4,0.5765690376569037,12,7.48
RISK-008,20190601,8,317795.06,39724.3825,3,5,0.5765690376569037,15,9.35
RISK-008,20190701,6,394767.93,65794.655,3,4,0.5765690376569037,12,7.48
RISK-008,20190801,2,10525.869999999999,5262.9349999999995,2,2,0.5765690376569037,4,2.49
RISK-008,20190901,2,24991.81,12495.905,2,2,0.5765690376569037,4,2.49
RISK-008,20191001,4,3387786.8400000003,846946.7100000001,4,3,0.5765690376569037,12,7.48
RISK-008,20191201,4,62729.42,15682.355,2,3,0.5765690376569037,6,3.74
RISK-008,20200101,3,37886.62,12628.873333333335,2,3,0.5765690376569037,6,3.74
RISK-008,20200201,3,21260.73,7086.91,2,3,0.5765690376569037,6,3.74
RISK-008,20200301,8,3917639.33,489704.91625,4,5,0.5765690376569037,20,12.47
RISK-008,20200401,3,148505.56,49501.85333333333,3,3,0.5765690376569037,9,5.61
RISK-008,20200501,1,421472.18,421472.18,4,1,0.5765690376569037,4,2.49
RISK-008,20200701,6,1502163.31,250360.55166666667,4,4,0.5765690376569037,16,9.97
RISK-008,20200801,2,23858.57,11929.285,2,2,0.5765690376569037,4,2.49
RISK-008,20200901,7,1476664.9300000002,210952.1328571429,3,4,0.5765690376569037,12,7.48
RISK-008,20201001,2,788941.39,394470.695,4,2,0.5765690376569037,8,4.99
RISK-008,20201101,5,1030433.12,206086.624,3,4,0.5765690376569037,12,7.48
RISK-008,20210101,3,16165.810000000001,5388.6033333333335,2,3,0.5765690376569037,6,3.74
RISK-008,20210201,4,396196.70999999996,99049.17749999999,3,3,0.5765690376569037,9,5.61
RISK-008,20210301,4,1391106.0199999998,347776.50499999995,4,3,0.5765690376569037,12,7.48
RISK-008,20210401,2,937036.15,468518.075,4,2,0.5765690376569037,8,4.99
RISK-008,20210501,1,2768.09,2768.09,2,1,0.5765690376569037,2,1.25
RISK-008,20210601,1,4395.15,4395.15,2,1,0.5765690376569037,2,1.25
RISK-008,20210701,4,497694.73,124423.6825,3,3,0.5765690376569037,9,5.61
RISK-008,20210801,1,4850.06,4850.06,2,1,0.5765690376569037,2,1.25
RISK-008,20210901,4,215717.77,53929.4425,3,3,0.5765690376569037,9,5.61
RISK-008,20211001,3,6983.35,2327.7833333333333,2,3,0.5765690376569037,6,3.74
RISK-008,20211101,6,144605.44,24100.906666666666,3,4,0.5765690376569037,12,7.48
RISK-008,20211201,6,781459.5199999999,130243.25333333331,3,4,0.5765690376569037,12,7.48
RISK-008,20220101,4,641140.3500000001,160285.08750000002,3,3,0.5765690376569037,9,5.61
RISK-008,20220201,5,1431635.3399999999,286327.06799999997,4,4,0.5765690376569037,16,9.97
RISK-008,20220301,3,110300.95999999999,36766.986666666664,3,3,0.5765690376569037,9,5.61
RISK-008,20220401,3,14672.56,4890.8533333333335,2,3,0.5765690376569037,6,3.74
RISK-008,20220501,4,234755.95,58688.9875,3,3,0.5765690376569037,9,5.61
RISK-008,20220601,3,43746.36,14582.12,2,3,0.5765690376569037,6,3.74
RISK-008,20220701,3,32752.0,10917.333333333334,2,3,0.5765690376569037,6,3.74
RISK-008,20220801,6,490130.91,81688.485,3,4,0.5765690376569037,12,7.48
RISK-008,20220901,8,274643.33999999997,34330.417499999996,3,5,0.5765690376569037,15,9.35
RISK-008,20221001,4,73440.77,18360.1925,2,3,0.5765690376569037,6,3.74
RISK-008,20221101,5,575824.74,115164.948,3,4,0.5765690376569037,12,7.48
RISK-008,20221201,4,911004.38,227751.095,4,3,0.5765690376569037,12,7.48
RISK-008,20230101,3,11758.54,3919.513333333334,2,3,0.5765690376569037,6,3.74
RISK-008,20230201,4,303144.97,75786.2425,3,3,0.5765690376569037,9,5.61
RISK-008,20230301,2,292983.21,146491.605,3,2,0.5765690376569037,6,3.74
RISK-008,20230401,2,90035.97,45017.985,3,2,0.5765690376569037,6,3.74
RISK-008,20230501,4,298724.14999999997,74681.03749999999,3,3,0.5765690376569037,9,5.61
RISK-008,20230601,4,247186.32,61796.58,3,3,0.5765690376569037,9,5.61
RISK-008,20230701,5,962304.86,192460.972,3,4,0.5765690376569037,12,7.48
RISK-008,20230801,4,64327.39,16081.8475,2,3,0.5765690376569037,6,3.74
RISK-008,20230901,3,17939.79,5979.93,2,3,0.5765690376569037,6,3.74
RISK-008,20231001,6,765621.2,127603.53333333333,3,4,0.5765690376569037,12,7.48
RISK-008,20231101,4,1785877.75,446469.4375,4,3,0.5765690376569037,12,7.48
RISK-008,20231201,3,310018.32999999996,103339.44333333331,3,3,0.5765690376569037,9,5.61
RISK-008,20240101,1,11735.16,11735.16,2,1,0.5765690376569037,2,1.25
RISK-008,20240201,4,37963.47,9490.8675,2,3,0.5765690376569037,6,3.74
RISK-008,20240301,7,229866.91,32838.13,3,4,0.5765690376569037,12,7.48
RISK-008,20240401,4,453510.86,113377.715,3,3,0.5765690376569037,9,5.61
RISK-008,20240501,2,180989.91999999998,90494.95999999999,3,2,0.5765690376569037,6,3.74
RISK-008,20240601,6,459581.79000000004,76596.96500000001,3,4,0.5765690376569037,12,7.48
RISK-009,20190101,5,62635.729999999996,12527.145999999999,2,4,0.5638095238095238,8,5.09
RISK-009,20190201,1,8589.33,8589.33,2,1,0.5638095238095238,2,1.27
RISK-009,20190301,1,202326.15,202326.15,3,1,0.5638095238095238,3,1.91
RISK-009,20190401,2,1086195.8199999998,543097.9099999999,4,2,0.5638095238095238,8,5.09
RISK-009,20190601,3,1196454.33,398818.11000000004,4,3,0.5638095238095238,12,7.63
RISK-009,20190701,1,28455.01,28455.01,3,1,0.5638095238095238,3,1.91
RISK-009,20190801,4,516443.23,129110.8075,3,3,0.5638095238095238,9,5.73
RISK-009,20190901,1,19450.4,19450.4,2,1,0.5638095238095238,2,1.27
RISK-009,20191001,2,8721.3,4360.65,2,2,0.5638095238095238,4,2.54
RISK-009,20191101,4,82570.91,20642.7275,3,3,0.5638095238095238,9,5.73
RISK-009,20191201,1,72744.6,72744.6,3,1,0.5638095238095238,3,1.91
RISK-009,20200101,1,270969.81,270969.81,4,1,0.5638095238095238,4,2.54
RISK-009,20200201,3,50036.66,16678.88666666667,2,3,0.5638095238095238,6,3.82
RISK-009,20200301,4,32035.37,8008.8425,2,3,0.5638095238095238,6,3.82
RISK-009,20200401,1,31156.06,31156.06,3,1,0.5638095238095238,3,1.91
RISK-009,20200501,4,102596.33,25649.0825,3,3,0.5638095238095238,9,5.73
RISK-009,20200601,2,17477.79,8738.895,2,2,0.5638095238095238,4,2.54
RISK-009,20200701,5,268702.43,53740.486,3,4,0.5638095238095238,12,7.63
RISK-009,20200801,8,1182695.46,147836.9325,3,5,0.5638095238095238,15,9.54
RISK-009,20200901,6,174239.6,29039.933333333334,3,4,0.5638095238095238,12,7.63
RISK-009,20201001,3,658630.75,219543.58333333334,3,3,0.5638095238095238,9,5.73
RISK-009,20201101,1,1984.45,1984.45,2,1,0.5638095238095238,2,1.27
RISK-009,20201201,1,3090.99,3090.99,2,1,0.5638095238095238,2,1.27
RISK-009,20210101,1,1735.41,1735.41,2,1,0.5638095238095238,2,1.27
RISK-009,20210201,3,809376.15,269792.05,4,3,0.5638095238095238,12,7.63
RISK-009,20210301,6,256843.02000000002,42807.170000000006,3,4,0.5638095238095238,12,7.63
RISK-009,20210401,5,974259.97,194851.994,3,4,0.5638095238095238,12,7.63
RISK-009,20210501,5,34586.96,6917.392,2,4,0.5638095238095238,8,5.09
RISK-009,20210601,5,163808.26,32761.652000000002,3,4,0.5638095238095238,12,7.63
RISK-009,20210701,4,370059.91,92514.9775,3,3,0.5638095238095238,9,5.73
RISK-009,20210801,6,298261.52999999997,49710.255,3,4,0.5638095238095238,12,7.63
RISK-009,20210901,5,481858.91000000003,96371.782,3,4,0.5638095238095238,12,7.63
RISK-009,20211001,1,5590.86,5590.86,2,1,0.5638095238095238,2,1.27
RISK-009,20211101,4,16460.96,4115.24,2,3,0.5638095238095238,6,3.82
RISK-009,20211201,3,16129.06,5376.3533333333335,2,3,0.5638095238095238,6,3.82
RISK-009,20220101,1,8591.44,8591.44,2,1,0.5638095238095238,2,1.27
RISK-009,20220201,3,380689.89999999997,126896.63333333332,3,3,0.5638095238095238,9,5.73
RISK-009,20220301,6,409986.57,68331.095,3,4,0.5638095238095238,12,7.63
RISK-009,20220401,3,113393.46,37797.82,3,3,0.5638095238095238,9,5.73
RISK-009,20220501,3,468896.75,156298.91666666666,3,3,0.5638095238095238,9,5.73
RISK-009,20220601,1,977.15,977.15,1,1,0.5638095238095238,1,0.64
RISK-009,20220701,2,31653.13,15826.565,2,2,0.5638095238095238,4,2.54
RISK-009,20220801,2,14941.41,7470.705,2,2,0.5638095238095238,4,2.54
RISK-009,20220901,6,2256349.76,376058.2933333333,4,4,0.5638095238095238,16,10.18
RISK-009,20221101,5,2603060.7800000003,520612.1560000001,4,4,0.5638095238095238,16,10.18
RISK-009,20221201,2,11351.48,5675.74,2,2,0.5638095238095238,4,2.54
RISK-009,20230101,3,111812.11,37270.70333333333,3,3,0.5638095238095238,9,5.73
RISK-009,20230201,3,363850.34,121283.44666666667,3,3,0.5638095238095238,9,5.73
RISK-009,20230401,6,190783.5,31797.25,3,4,0.5638095238095238,12,7.63
RISK-009,20230501,4,611124.34,152781.085,3,3,0.5638095238095238,9,5.73
RISK-009,20230601,6,9302995.559999999,1550499.2599999998,4,4,0.5638095238095238,16,10.18
RISK-009,20230701,6,872799.94,145466.65666666665,3,4,0.5638095238095238,12,7.63
RISK-009,20230801,1,5170.85,5170.85,2,1,0.5638095238095238,2,1.27
RISK-009,20230901,3,225344.82,75114.94,3,3,0.5638095238095238,9,5.73
RISK-009,20231001,1,962631.99,962631.99,4,1,0.5638095238095238,4,2.54
RISK-009,20231101,2,108027.03,54013.515,3,2,0.5638095238095238,6,3.82
RISK-009,20231201,6,574245.7000000001,95707.61666666668,3,4,0.5638095238095238,12,7.63
RISK-009,20240101,5,31396.2,6279.24,2,4,0.5638095238095238,8,5.09
RISK-009,20240201,6,95833.86,15972.31,2,4,0.5638095238095238,8,5.09
RISK-009,20240301,6,1330862.9200000002,221810.4866666667,4,4,0.5638095238095238,16,10.18
RISK-009,20240401,3,319055.01,106351.67,3,3,0.5638095238095238,9,5.73
RISK-009,20240501,3,36971.32,12323.773333333333,2,3,0.5638095238095238,6,3.82
RISK-010,20190101,5,377072.96,75414.592,3,4,0.5708333333333333,12,7.55
RISK-010,20190201,3,58320.03,19440.01,2,3,0.5708333333333333,6,3.78
RISK-010,20190301,2,6522.21,3261.105,2,2,0.5708333333333333,4,2.52
RISK-010,20190401,1,330429.88,330429.88,4,1,0.5708333333333333,4,2.52
RISK-010,20190501,2,16189.3,8094.65,2,2,0.5708333333333333,4,2.52
RISK-010,20190601,3,10831.8,3610.6,2,3,0.5708333333333333,6,3.78
RISK-010,20190701,2,36359.21,18179.605,2,2,0.5708333333333333,4,2.52
RISK-010,20190801,6,415486.42,69247.73666666666,3,4,0.5708333333333333,12,7.55
RISK-010,20191001,2,47723.18,23861.59,3,2,0.5708333333333333,6,3.78
RISK-010,20191101,5,87211.95,17442.39,2,4,0.5708333333333333,8,5.03
RISK-010,20191201,1,16280.49,16280.49,2,1,0.5708333333333333,2,1.26
RISK-010,20200101,2,14420.2,7210.1,2,2,0.5708333333333333,4,2.52
RISK-010,20200201,4,441981.62,110495.405,3,3,0.5708333333333333,9,5.66
RISK-010,20200301,4,16413.82,4103.455,2,3,0.5708333333333333,6,3.78
RISK-010,20200401,2,6566.29,3283.145,2,2,0.5708333333333333,4,2.52
RISK-010,20200501,3,70414.45,23471.483333333334,3,3,0.5708333333333333,9,5.66
RISK-010,20200601,3,33450.21,11150.07,2,3,0.5708333333333333,6,3.78
RISK-010,20200701,6,415850.63,69308.43833333334,3,4,0.5708333333333333,12,7.55
RISK-010,20200801,3,18364.05,6121.349999999999,2,3,0.5708333333333333,6,3.78
RISK-010,20200901,1,1155.6,1155.6,1,1,0.5708333333333333,1,0.63
RISK-010,20201001,5,323371.43,64674.286,3,4,0.5708333333333333,12,7.55
RISK-010,20201101,3,138425.72,46141.90666666667,3,3,0.5708333333333333,9,5.66
RISK-010,20201201,3,328219.94,109406.64666666667,3,3,0.5708333333333333,9,5.66
RISK-010,20210101,3,49737.66,16579.22,2,3,0.5708333333333333,6,3.78
RISK-010,20210201,5,128099.29000000001,25619.858,3,4,0.5708333333333333,12,7.55
RISK-010,20210301,5,32522.14,6504.428,2,4,0.5708333333333333,8,5.03
RISK-010,20210401,2,19112.15,9556.075,2,2,0.5708333333333333,4,2.52
RISK-010,20210501,2,29371.79,14685.895,2,2,0.5708333333333333,4,2.52
RISK-010,20210601,3,21145.78,7048.593333333333,2,3,0.5708333333333333,6,3.78
RISK-010,20210701,3,114311.79000000001,38103.93,3,3,0.5708333333333333,9,5.66
RISK-010,20210801,2,520637.64,260318.82,4,2,0.5708333333333333,8,5.03
RISK-010,20210901,3,330448.76999999996,110149.58999999998,3,3,0.5708333333333333,9,5.66
RISK-010,20211001,3,6010672.76,2003557.5866666667,4,3,0.5708333333333333,12,7.55
RISK-010,20211101,2,12476.070000000002,6238.035000000001,2,2,0.5708333333333333,4,2.52
RISK-010,20211201,5,29563.82,5912.764,2,4,0.5708333333333333,8,5.03
RISK-010,20220101,5,102938.13,20587.626,3,4,0.5708333333333333,12,7.55
RISK-010,20220201,3,143649.65000000002,47883.216666666674,3,3,0.5708333333333333,9,5.66
RISK-010,20220301,1,17458.54,17458.54,2,1,0.5708333333333333,2,1.26
RISK-010,20220401,2,25235.420000000002,12617.710000000001,2,2,0.5708333333333333,4,2.52
RISK-010,20220501,2,459972.22000000003,229986.11000000002,4,2,0.5708333333333333,8,5.03
RISK-010,20220601,2,2007.3000000000002,1003.6500000000001,1,2,0.5708333333333333,2,1.26
RISK-010,20220801,3,19522.519999999997,6507.506666666665,2,3,0.5708333333333333,6,3.78
RISK-010,20220901,3,30096.64,10032.213333333333,2,3,0.5708333333333333,6,3.78
RISK-010,20221001,5,810033.68,162006.736,3,4,0.5708333333333333,12,7.55
RISK-010,20221101,1,7525.09,7525.09,2,1,0.5708333333333333,2,1.26
RISK-010,20221201,3,14283.37,4761.123333333334,2,3,0.5708333333333333,6,3.78
RISK-010,20230101,7,225268.4,32181.2,3,4,0.5708333333333333,12,7.55
RISK-010,20230201,3,460392.22000000003,153464.07333333333,3,3,0.5708333333333333,9,5.66
RISK-010,20230301,4,6172729.9,1543182.475,4,3,0.5708333333333333,12,7.55
RISK-010,20230401,3,207510.26,69170.08666666667,3,3,0.5708333333333333,9,5.66
RISK-010,20230501,2,44131.549999999996,22065.774999999998,3,2,0.5708333333333333,6,3.78
RISK-010,20230601,3,380152.81,126717.60333333333,3,3,0.5708333333333333,9,5.66
RISK-010,20230701,1,98953.7,98953.7,3,1,0.5708333333333333,3,1.89
RISK-010,20230801,1,6054.36,6054.36,2,1,0.5708333333333333,2,1.26
RISK-010,20230901,2,9323.41,4661.705,2,2,0.5708333333333333,4,2.52
RISK-010,20231001,2,14993.779999999999,7496.889999999999,2,2,0.5708333333333333,4,2.52
RISK-010,20231101,3,2491482.39,830494.13,4,3,0.5708333333333333,12,7.55
RISK-010,20231201,3,94258.73,31419.576666666664,3,3,0.5708333333333333,9,5.66
RISK-010,20240101,2,8213.9,4106.95,2,2,0.5708333333333333,4,2.52
RISK-010,20240201,2,13429.1,6714.55,2,2,0.5708333333333333,4,2.52
RISK-010,20240301,2,11978.92,5989.46,2,2,0.5708333333333333,4,2.52
RISK-010,20240401,4,185050.72999999998,46262.682499999995,3,3,0.5708333333333333,9,5.66
RISK-010,20240501,6,49310.76,8218.460000000001,2,4,0.5708333333333333,8,5.03
RISK-010,20240601,3,185485.13,61828.37666666667,3,3,0.5708333333333333,9,5.66
RISK-011,20190101,1,2718.59,2718.59,2,1,0.5932203389830508,2,1.21
RISK-011,20190201,5,106862.01999999999,21372.404,3,4,0.5932203389830508,12,7.28
RISK-011,20190301,3,35343.03,11781.01,2,3,0.5932203389830508,6,3.64
RISK-011,20190401,6,110845.76,18474.29333333333,2,4,0.5932203389830508,8,4.85
RISK-011,20190501,5,300222.27,60044.454000000005,3,4,0.5932203389830508,12,7.28
RISK-011,20190601,2,242012.32,121006.16,3,2,0.5932203389830508,6,3.64
RISK-011,20190701,1,126504.55,126504.55,3,1,0.5932203389830508,3,1.82
RISK-011,20190801,4,527323.91,131830.9775,3,3,0.5932203389830508,9,5.46
RISK-011,20190901,3,216554.75,72184.91666666667,3,3,0.5932203389830508,9,5.46
RISK-011,20191001,3,25214.129999999997,8404.71,2,3,0.5932203389830508,6,3.64
RISK-011,20191101,3,21832.82,7277.606666666667,2,3,0.5932203389830508,6,3.64
RISK-011,20191201,1,42559.75,42559.75,3,1,0.5932203389830508,3,1.82
RISK-011,20200201,1,14430.02,14430.02,2,1,0.5932203389830508,2,1.21
RISK-011,20200301,2,11643.970000000001,5821.985000000001,2,2,0.5932203389830508,4,2.43
RISK-011,20200401,2,42796.96,21398.48,3,2,0.5932203389830508,6,3.64
RISK-011,20200501,1,2237998.43,2237998.43,4,1,0.5932203389830508,4,2.43
RISK-011,20200601,1,21779.55,21779.55,3,1,0.5932203389830508,3,1.82
RISK-011,20200701,5,30096.68,6019.336,2,4,0.5932203389830508,8,4.85
RISK-011,20200801,6,922233.47,153705.57833333334,3,4,0.5932203389830508,12,7.28
RISK-011,20200901,3,1528569.6,509523.2,4,3,0.5932203389830508,12,7.28
RISK-011,20201001,2,407538.94,203769.47,3,2,0.5932203389830508,6,3.64
RISK-011,20201101,4,17053.14,4263.285,2,3,0.5932203389830508,6,3.64
RISK-011,20201201,1,22764.63,22764.63,3,1,0.5932203389830508,3,1.82
RISK-011,20210101,2,103018.18,51509.09,3,2,0.5932203389830508,6,3.64
RISK-011,20210201,3,494838.05,164946.01666666666,3,3,0.5932203389830508,9,5.46
RISK-011,20210301,2,14851.84,7425.92,2,2,0.5932203389830508,4,2.43
RISK-011,20210401,3,325429.86,108476.62,3,3,0.5932203389830508,9,5.46
RISK-011,20210501,1,10893.66,10893.66,2,1,0.5932203389830508,2,1.21
RISK-011,20210601,3,2429682.6,809894.2000000001,4,3,0.5932203389830508,12,7.28
RISK-011,20210701,1,22008.39,22008.39,3,1,0.5932203389830508,3,1.82
RISK-011,20210801,3,41050.729999999996,13683.576666666666,2,3,0.5932203389830508,6,3.64
RISK-011,20210901,4,2955617.9,738904.475,4,3,0.5932203389830508,12,7.28
RISK-011,20211001,8,1528108.55,191013.56875,3,5,0.5932203389830508,15,9.1
RISK-011,20211101,3,88588.57,29529.523333333334,3,3,0.5932203389830508,9,5.46
